Date,Team,Acquired,Relinquished,Notes
2011-03-11,Celtics,,Von Wafer,Calf
2011-03-11,Jazz,,Paul Millsap,Knee
2011-03-11,Kings,,Beno Udrih,Ankle
2011-03-11,Magic,,J.J. Redick,Abdomen
2011-03-11,Raptors,,Alex Ajinca,Knee
2011-03-12,Bucks,,Ersan Ilyasova,Head
2011-03-12,Jazz,,Paul Millsap,Knee
2011-03-12,Kings,,Beno Udrih,Ankle
2011-03-12,Wizards,,Cartier Martin,Knee
2011-03-13,Celtics,,Von Wafer,Calf
2011-03-13,Knicks,,Anthony Carter,Ankle
2011-03-13,Suns,,Steve Nash,Symphysis
2011-03-14,Celtics,,Von Wafer,Calf
2011-03-14,Jazz,,Gordon Hayward,Foot
2011-03-14,Jazz,,Paul Millsap,Knee
2011-03-14,Rockets,,Terrence Williams,Abdomen
2011-03-14,Suns,,Steve Nash,Symphysis
2011-03-14,Wizards,,Cartier Martin,Knee
2011-03-15,Bulls,,Joakim Noah,Ankle
2011-03-15,Mavericks,,Brendan Haywood,Lower back
2011-03-15,Rockets,,Terrence Williams,Abdomen
2011-03-15,Wizards,,Cartier Martin,Knee
2011-03-15,Wizards,,Josh Howard,Knee
2011-03-15,Wizards,,Nick Young,Knee
2011-03-16,Bucks,,Andrew Bogut,Head
2011-03-16,Jazz,,Paul Millsap,Knee
2011-03-16,Magic,,J.J. Redick,Abdomen
2011-03-16,Mavericks,,Brendan Haywood,Lower back
2011-03-16,Rockets,,Terrence Williams,Abdomen
2011-03-18,Bucks,,Chris Douglas-Roberts,Ankle
2011-03-18,Kings,,Luther Head,Calf
2011-03-18,Magic,,Gilbert Arenas,Knee
2011-03-18,Magic,,J.J. Redick,Abdomen
2011-03-18,Wizards,,Andray Blatche,Shoulder
2011-03-18,Wizards,,Nick Young,Knee
2011-03-19,Blazers,,Armon Johnson,Knee
2011-03-19,Bobcats,,Garrett Temple,Ankle
2011-03-19,Cavaliers,,Baron Davis,Back
2011-03-19,Nuggets,,Al Harrington,Ankle
2011-03-20,Wizards,,Nick Young,Knee
2011-03-21,Cavaliers,,Baron Davis,Back
2011-03-21,Heat,,Mario Chalmers,Knee
2011-03-21,Magic,,J.J. Redick,Abdomen
2011-03-21,Nets,,Damion James,Foot
2011-03-21,Spurs,,Tim Duncan,Ankle
2011-03-22,Blazers,,Marcus Camby,Ankle
2011-03-22,Wizards,,Nick Young,Knee
2011-03-23,Cavaliers,,Baron Davis,Back
2011-03-23,Heat,,Mario Chalmers,Knee
2011-03-23,Jazz,,Andrei Kirilenko,Knee
2011-03-23,Jazz,,Derrick Favors,Ankle
2011-03-23,Magic,,J.J. Redick,Abdomen
2011-03-23,Nets,,Damion James,Foot
2011-03-23,Pistons,,Ben Wallace,Knee
2011-03-23,Rockets,,Chase Budinger,Ankle
2011-03-23,Timberwolves,,Kevin Love,Groin
2011-03-23,Wizards,,Nick Young,Knee
2011-03-24,Jazz,,Andrei Kirilenko,Knee
2011-03-25,Bobcats,,Tyrus Thomas,Ribs
2011-03-25,Celtics,,Troy Murphy,Ankle
2011-03-25,Grizzlies,,Rudy Gay,Shoulder
2011-03-25,Heat,,Mario Chalmers,Knee
2011-03-25,Magic,,J.J. Redick,Abdomen
2011-03-25,Magic,,Quentin Richardson,Back
2011-03-25,Raptors,,Amir Johnson,Ankle
2011-03-25,Raptors,,Reggie Evans,Foot
2011-03-26,Bobcats,,Tyrus Thomas,Ribs
2011-03-26,Jazz,,Andrei Kirilenko,Knee
2011-03-26,Nets,,Damion James,Foot
2011-03-26,Pistons,,Tracy McGrady,Back
2011-03-26,Raptors,,Andrea Bargnani,Ankle
2011-03-27,Celtics,,Rajon Rondo,Finger
2011-03-27,Celtics,,Troy Murphy,Ankle
2011-03-27,Timberwolves,,Nikola Pekovic,Hip
2011-03-27,Wizards,,Trevor Booker,Foot
2011-03-28,76ers,,Tony Battie,Ankle
2011-03-28,Celtics,,Troy Murphy,Ankle
2011-03-28,Jazz,,Andrei Kirilenko,Knee
2011-03-28,Jazz,,Kyrylo Fesenko,Head
2011-03-28,Magic,,J.J. Redick,Abdomen
2011-03-28,Magic,,Jameer Nelson,Knee
2011-03-28,Spurs,, Tony Parker,Kneecap
2011-03-28,Spurs,,Antonio McDyess,Lower Back
2011-03-28,Wizards,,Nick Young,Knee
2011-03-28,Wizards,,Trevor Booker,Foot
2011-03-29,Cavaliers,,Samardo Samuels,Wrist
2011-03-29,Heat,,Mike Miller,Knee
2011-03-29,Nets,,Damion James,Foot
2011-03-29,Thunder,,Nick Collison,Ankle
2011-03-30,Bobcats,,Tyrus Thomas,Knee
2011-03-30,Bucks,,Larry Sanders ,Back
2011-03-30,Cavaliers,,Samardo Samuels,Wrist
2011-03-30,Heat,,Mike Miller,Knee
2011-03-30,Kings,,Marquis Daniels,Back
2011-03-30,Magic,,Chris Duhon,Thumb
2011-03-30,Magic,,J.J. Redick,Abdomen
2011-03-30,Nets,,Ben Uzoh,Knee
2011-03-30,Wizards,,Nick Young,Knee
2011-03-31,Bobcats,,Joel Przybilla,Knee
2011-04-01,Bobcats,,Stephen Jackson,Hamstring
2011-04-01,Bobcats,,Tyrus Thomas,Knee
2011-04-01,Cavaliers,,Samardo Samuels,Wrist
2011-04-01,Jazz,,Raja Bell,Foot
2011-04-01,Jazz,,Ronnie Price,Shin
2011-04-01,Magic,,Chris Duhon,Thumb
2011-04-01,Magic,,Gilbert Arenas,Ankle
2011-04-01,Magic,,J.J. Redick,Abdomen
2011-04-01,Wizards,,Nick Young,Knee
2011-04-02,Bucks,,Carlos Delfino,Ribs
2011-04-02,Clippers,,Ryan Gomes,Knee
2011-04-02,Raptors,,Andrea Bargnani,Ankle
2011-04-02,Timberwolves,,Darko Milicic,Ankle
2011-04-02,Timberwolves,,Kevin Love,Groin
2011-04-03,Bobcats,,Eduardo Najera,Back
2011-04-03,Bobcats,,Stephen Jackson,Hamstring
2011-04-03,Bobcats,,Tyrus Thomas,Knee
2011-04-03,Jazz,,Raja Bell,Foot
2011-04-03,Jazz,,Ronnie Price,Shin
2011-04-03,Magic,,Chris Duhon,Thumb
2011-04-03,Magic,,Gilbert Arenas,Ankle
2011-04-03,Magic,,J.J. Redick,Abdomen
2011-04-03,Nuggets,,Arron Afflalo,Hamstring
2011-04-03,Suns,,Steve Nash,Ankle
2011-04-03,Wizards,,Hamady N'Diaye,Kneecap
2011-04-03,Wizards,,Nick Young,Knee
2011-04-05,Bobcats,,Eduardo Najera,Back
2011-04-05,Bobcats,,Stephen Jackson,Hamstring
2011-04-05,Bobcats,,Tyrus Thomas,Knee
2011-04-05,Cavaliers,,Samardo Samuels,Groin
2011-04-05,Jazz,,Kyrylo Fesenko,Thumb
2011-04-05,Jazz,,Raja Bell,Foot
2011-04-05,Jazz,,Ronnie Price,Shin
2011-04-05,Magic,,J.J. Redick,Abdomen
2011-04-05,Nets,,Anthony Morrow,Knee
2011-04-05,Timberwolves,,Kevin Love,Groin
2011-04-05,Wizards,,Cartier Martin,Foot
2011-04-05,Wizards,,Hamady N'Diaye,Patella
2011-04-05,Wizards,,Nick Young,Knee
2011-04-06,Bobcats,,Eduardo Najera,Back
2011-04-06,Bobcats,,Stephen Jackson,Hamstring
2011-04-06,Bobcats,,Tyrus Thomas,Knee
2011-04-06,Magic,,J.J. Redick,Abdomen
2011-04-06,Magic,,Jason Richardson,Knee
2011-04-06,Mavericks,,Jason Kidd,Ankle
2011-04-06,Nets,,Anthony Morrow,Knee
2011-04-06,Nets,,Damion James,Foot
2011-04-06,Nuggets,,Timofey Mozgov,"Knee
Ankle"
2011-04-06,Raptors,,Amir Johnson,Ankle
2011-04-06,Wizards,,Hamady N'Diaye,Kneecap
2011-04-06,Wizards,,Nick Young,Knee
2011-04-07,Blazers,,Marcus Camby,Neck
2011-04-07,Jazz,,Kyrylo Fesenko,Thumb
2011-04-07,Jazz,,Ronnie Price,Calf
2011-04-07,Warriors,,Acie Law,Wrist
2011-04-08,Blazers,,Marcus Camby,Neck
2011-04-08,Bobcats,,Eduardo Najera,Back
2011-04-08,Bobcats,,Stephen Jackson,Hamstring
2011-04-08,Bobcats,,Tyrus Thomas,Knee
2011-04-08,Cavaliers,,Samardo Samuels,Groin
2011-04-08,Clippers,,Chris Kaman,Knee
2011-04-08,Knicks,,Andy Rautins,Knee
2011-04-08,Nets,,Anthony Morrow,Knee
2011-04-08,Nuggets,,Timofey Mozgov,"Knee
Ankle"
2011-04-08,Pistons,,Will Bynum,Knee
2011-04-08,Raptors,,Jose Calderon,Hamstring
2011-04-08,Suns,,Steve Nash,Hamstring
2011-04-08,Wizards,,Hamady N'Diaye,Knee
2011-04-08,Wizards,,Nick Young,Knee
2011-04-09,Bucks,,Jon Brockman,Shoulder
2011-04-09,Clippers,,Chris Kaman,Knee
2011-04-09,Jazz,,Kyrylo Fesenko,Thumb
2011-04-09,Jazz,,Ronnie Price,Calf
2011-04-09,Nuggets,,Timofey Mozgov,"Knee, Ankle"
2011-04-09,Nuggets,,Wilson Chandler,Ankle
2011-04-09,Rockets,,Kyle Lowry,Foot
2011-04-09,Rockets,,Luis Scola,Knee
2011-04-09,Timberwolves,,Darko Milicic,Ankle
2011-04-09,Wizards,,Hamady N'Diaye,Knee tendons
2011-04-09,Wizards,,Nick Young,Knee
2011-04-10,Bobcats,,Eduardo Najera,Back
2011-04-10,Bobcats,,Stephen Jackson,Hamstring
2011-04-10,Bobcats,,Tyrus Thomas,Knee
2011-04-10,Magic,,J.J. Redick,Abdomen
2011-04-10,Nets,,Anthony Morrow,Knee
2011-04-10,Nets,,Damion James,Foot
2011-04-10,Pistons,,DaJuan Summers,Ankle
2011-04-10,Pistons,,Will Bynum,Knee
2011-04-10,Raptors,,Amir Johnson,Ankle
2011-04-10,Raptors,,Jose Calderon,Hamstring
2011-04-10,Raptors,,Sonny Weems,Knee
2011-04-11,Bobcats,,Eduardo Najera,Back
2011-04-11,Bobcats,,Stephen Jackson,Hamstring
2011-04-11,Bobcats,,Tyrus Thomas,Knee
2011-04-11,Cavaliers,,Anthony Parker,Back
2011-04-11,Jazz,,Kyrylo Fesenko,Thumb
2011-04-11,Jazz,,Ronnie Price,Calf
2011-04-11,Kings,,Tyreke Evans,Ankle
2011-04-11,Magic,,Gilbert Arenas,Knee
2011-04-11,Magic,,J.J. Redick,Abdomen
2011-04-11,Nets,,Anthony Morrow,Knee
2011-04-11,Nets,,Damion James,Foot
2011-04-11,Nets,,Deron Williams,Wrist
2011-04-11,Nets,,Mario West,Shoulder
2011-04-11,Nuggets,,Al Harrington,Ankle
2011-04-11,Nuggets,,Danilo Gallinari,Ankle
2011-04-11,Pistons,,Will Bynum,Knee
2011-04-11,Raptors,,Amir Johnson,Ankle
2011-04-11,Raptors,,Reggie Evans,Index Finger
2011-04-11,Raptors,,Sonny Weems,Knee
2011-04-11,Rockets,,Kyle Lowry,Foot
2011-04-11,Rockets,,Luis Scola,Knee
2011-04-11,Suns,,Vince Carter,"Hip
Knee"
2011-04-11,Timberwolves,,Darko Milicic,Ankle
2011-04-11,Warriors,,Monta Ellis,Head
2011-04-11,Wizards,,Hamady N'Diaye,Knee
2011-04-11,Wizards,,Nick Young,Knee
2011-04-12,Bucks,,Andrew Bogut,Elbow
2011-04-12,Grizzlies,,Tony Allen,Ankle
2011-04-12,Grizzlies,,Zach Randolph,Elbow
2011-04-12,Hornets,,David West,Knee
2011-04-12,Lakers,,Andrew Bynum,Knee
2011-04-12,Lakers,,Matt Barnes,Knee
2011-04-12,Lakers,,Steve Blake,Skin
2011-04-12,Spurs,, Tony Parker,Ankle
2011-04-13,Blazers,,Brandon Roy,Ankle
2011-04-13,Bobcats,,Eduardo Najera,Back
2011-04-13,Bobcats,,Stephen Jackson,Hamstring
2011-04-13,Bobcats,,Tyrus Thomas,Knee
2011-04-13,Bulls,,Ronnie Brewer,Thumb
2011-04-13,Cavaliers,,Baron Davis,Back
2011-04-13,Cavaliers,,Semih Erden,Heel
2011-04-13,Celtics,,Delonte West,Ankle
2011-04-13,Celtics,,Ray Allen,Ankle
2011-04-13,Grizzlies,,Tony Allen,Knee
2011-04-13,Grizzlies,,Zach Randolph,Ankle
2011-04-13,Heat,,Chris Bosh,Ankle
2011-04-13,Heat,,Mike Miller,Thumb
2011-04-13,Jazz,,C.J. Miles,Knee
2011-04-13,Jazz,,Kyrylo Fesenko,Thumb
2011-04-13,Jazz,,Ronnie Price,Calf
2011-04-13,Magic,,Gilbert Arenas,Knee
2011-04-13,Magic,,J.J. Redick,Abdomen
2011-04-13,Nets,,Anthony Morrow,Knee
2011-04-13,Nets,,Damion James,Foot
2011-04-13,Nets,,Mario West,Shoulder
2011-04-13,Nuggets,,Arron Afflalo,Hamstring
2011-04-13,Nuggets,,Danilo Gallinari,Ankle
2011-04-13,Nuggets,,Raymond Felton,Ankle
2011-04-13,Pistons,,Will Bynum,Knee
2011-04-13,Raptors,,Amir Johnson,Ankle
2011-04-13,Raptors,,Jose Calderon,Hamstring
2011-04-13,Raptors,,Reggie Evans,Index Finger
2011-04-13,Raptors,,Sonny Weems,Knee
2011-04-13,Rockets,,Kyle Lowry,Foot
2011-04-13,Rockets,,Luis Scola,Knee
2011-04-13,Timberwolves,,Darko Milicic,Ankle
2011-04-13,Warriors,,Monta Ellis,Head
2011-04-13,Wizards,,Nick Young,Knee
2011-04-16,Cavaliers,,Ramon Sessions,Abdomen
2011-04-16,Cavaliers,,Samardo Samuels,Wrist
2011-04-16,Cavaliers,,Semih Erden,Shoulder
2011-04-18,Rockets,,Luis Scola,Knee
2011-04-22,Magic,,Chris Duhon,Ankle
2011-05-04,Knicks,,Toney Douglas,Shoulder
2011-05-04,Nets,,Brook Lopez,Arm
2011-05-10,Bobcats,,Gerald Henderson Jr.,Hip
2011-05-25,Bulls,,Omer Asik,Fibula
2011-05-25,Warriors,,Stephen Curry,Ankle
2011-06-03,Raptors,,Amir Johnson,Ankle
2011-06-08,Hawks,,Marvin Williams,Back
2011-06-15,Kings,,Jason Thompson,Toe
2011-06-27,Mavericks,,Rodrigue Beaubois,Foot
2011-09-28,Timberwolves,,Martell Webster,Back
2011-10-07,Clippers,,Eric Bledsoe,Knee
2011-12-01,Heat,,Mike Miller,Abdomen
2011-12-09,Blazers,,LaMarcus Aldridge,Heart
2011-12-12,Spurs,,Gary Neal,Appendix
2011-12-14,Lakers,,Derrick Caracter,Knee
2011-12-16,Bobcats,,Eduardo Najera,Knee
2011-12-16,Bobcats,,Reggie Williams,Knee
2011-12-17,Celtics,,Jeff Green,Heart
2011-12-20,Grizzlies,,Darrell Arthur,Achilles
2011-12-22,Nets,,Brook Lopez,Foot
2011-12-25,Blazers,,Greg Oden,Knee
2011-12-25,Bobcats,,Reggie Williams,Knee
2011-12-25,Cavaliers,,Semih Erden,Thumb
2011-12-25,Clippers,,Reggie Evans,Foot
2011-12-25,Grizzlies,,Xavier Henry,Ankle
2011-12-25,Hawks,,Kirk Hinrich,Shoulder
2011-12-25,Hornets,,DaJuan Summers,Knee
2011-12-25,Knicks,,Iman Shumpert,Knee
2011-12-25,Knicks,,Mike Bibby,Back
2011-12-25,Raptors,,Linas Kleiza,Knee
2011-12-25,Timberwolves,,Brad Miller,Knee
2011-12-25,Clippers,,Eric Bledsoe,Knee
2011-12-25,Clippers,,Eric Bledsoe,Knee
2011-12-26,76ers,,Andres Nocioni,Toe
2011-12-26,Bobcats,,Tyrus Thomas,Ankle
2011-12-26,Bucks,,Carlos Delfino,Wrist
2011-12-26,Timberwolves,,Nikola Pekovic,Groin
2011-12-27,Lakers,,Matt Barnes,Hip
2011-12-27,Nets,,Jordan Williams,Ankle
2011-12-28,Bobcats,,Tyrus Thomas,Ankle
2011-12-28,Celtics,,Chris Wilcox,Shoulder
2011-12-28,Hornets,,Eric Gordon,Knee
2011-12-28,Knicks,,Jared Jeffries,Calf
2011-12-30,Bobcats,,Tyrus Thomas,Ankle
2011-12-30,Clippers,,Chauncey Billups,Groin
2011-12-30,Clippers,,Reggie Evans,Foot
2011-12-30,Grizzlies,,Mike Conley Jr.,Ankle
2011-12-30,Hawks,,Jason Collins,Knee
2011-12-30,Hornets,,Eric Gordon,Knee
2011-12-30,Jazz,,Al Jefferson,Ankle
2011-12-30,Timberwolves,,Jose Barea ,Hamstring
2011-12-30,Timberwolves,,Malcom Lee,Knee
2011-12-30,Timberwolves,,Nikola Pekovic,Adductor
2011-12-31,Knicks,,Amar'e Stoudemire,Ankle
2012-01-01,Bobcats,,Tyrus Thomas,Ankle
2012-01-01,Bulls,,Richard Hamilton,Groin
2012-01-01,Clippers,,Chauncey Billups,Groin
2012-01-01,Clippers,,Reggie Evans,Foot
2012-01-01,Grizzlies,,Mike Conley Jr.,Ankle
2012-01-01,Hornets,,Eric Gordon,Knee
2012-01-01,Raptors,,Jerryd Bayless,Ankle
2012-01-01,Timberwolves,,Malcom Lee,Knee
2012-01-01,Grizzlies,,Xavier Henry,Ankle
2012-01-02,Heat,,Mickell Gladness,Foot
2012-01-02,Hornets,,Eric Gordon,Knee
2012-01-02,Knicks,,Amar'e Stoudemire,Ankle
2012-01-02,Raptors,,Jerryd Bayless,Ankle
2012-01-02,Spurs,,Manu Ginobili,Hand
2012-01-02,Timberwolves,,Jose Barea ,Hamstring
2012-01-02,Timberwolves,,Malcom Lee,Knee
2012-01-03,Bobcats,,Tyrus Thomas,Ankle
2012-01-03,Bucks,,Beno Udrih,Shoulder
2012-01-03,Bucks,,Mike Dunleavy Jr.,Groin
2012-01-03,Bulls,,C.J. Watson,Elbow
2012-01-03,Grizzlies,,Xavier Henry,Ankle
2012-01-04,76ers,,Nikola Vucevic,Back
2012-01-04,Bobcats,,Tyrus Thomas,Ankle
2012-01-04,Bulls,,C.J. Watson,Elbow
2012-01-04,Clippers,,Reggie Evans,Foot
2012-01-04,Heat,,Dwyane Wade,Foot
2012-01-04,Heat,,Mickell Gladness,Foot
2012-01-04,Hornets,,Trevor Ariza,Groin
2012-01-04,Nets,,Deron Williams,Ribs
2012-01-04,Raptors,,Jerryd Bayless,Ankle
2012-01-04,Thunder,,Ryan Reid,Nose
2012-01-04,Timberwolves,,Jose Barea ,Hamstring
2012-01-04,Timberwolves,,Malcom Lee,Knee
2012-01-05,Bucks,,Luc Mbah a Moute,Knee
2012-01-05,Bucks,,Mike Dunleavy Jr.,Groin
2012-01-05,Heat,,Dwyane Wade,Foot
2012-01-05,Heat,,Mickell Gladness,Foot
2012-01-05,Knicks,,Mike Bibby,Foot
2012-01-06,Hornets,,Eric Gordon,Knee
2012-01-06,Hornets,,Trevor Ariza,Groin
2012-01-06,Kings,,Chuck Hayes,Shoulder
2012-01-06,Nets,,Damion James,Ankle
2012-01-06,Nets,,MarShon Brooks,Ankle
2012-01-06,Pacers,,Lance Stephenson,Ankle
2012-01-06,Pistons,,Rodney Stuckey,Groin
2012-01-06,Raptors,,Jerryd Bayless,Ankle
2012-01-06,Rockets,,Kyle Lowry,Foot
2012-01-06,Timberwolves,,Jose Barea ,Hamstring
2012-01-06,Timberwolves,,Malcom Lee,Knee
2012-01-06,Bobcats,,Corey Maggette,Hamstring
2012-01-07,Bobcats,,Corey Maggette,Hamstring
2012-01-07,Bucks,,Beno Udrih,Shoulder
2012-01-07,Bucks,,Luc Mbah a Moute,Knee
2012-01-07,Bulls,,C.J. Watson,Elbow
2012-01-07,Heat,,Dwyane Wade,Foot
2012-01-07,Heat,,LeBron James,Ankle
2012-01-07,Hornets,,Eric Gordon,Knee
2012-01-07,Hornets,,Trevor Ariza,Groin
2012-01-07,Mavericks,,Jason Kidd,Lower back
2012-01-07,Nets,,Damion James,Foot
2012-01-07,Nuggets,,Nene Hilario ,Heel
2012-01-07,Pacers,,Jeff Ayres,Knee
2012-01-07,Pistons,,Austin Daye,Ankle
2012-01-07,Pistons,,Charlie Villanueva,Ankle
2012-01-07,Pistons,,Rodney Stuckey,Groin
2012-01-07,Raptors,,Jerryd Bayless,Ankle
2012-01-07,Rockets,,Kyle Lowry,Foot
2012-01-07,Timberwolves,,Michael Beasley,Foot
2012-01-08,Bucks,,Beno Udrih,Shoulder
2012-01-08,Bucks,,Luc Mbah a Moute,Knee
2012-01-08,Kings,,Chuck Hayes,Shoulder
2012-01-08,Timberwolves,,Jose Barea ,Hamstring
2012-01-08,Timberwolves,,Malcom Lee,Knee
2012-01-08,Timberwolves,,Michael Beasley,Foot
2012-01-08,Wizards,,Rashard Lewis,Knee
2012-01-09,Bobcats,,Corey Maggette,Hamstring
2012-01-09,Bulls,,C.J. Watson,Elbow
2012-01-09,Hornets,,Eric Gordon,Knee
2012-01-09,Nets,,DeShawn Stevenson,Knee
2012-01-09,Pacers,,George Hill,Back
2012-01-09,Pistons,,Charlie Villanueva,Ankle
2012-01-09,Raptors,,Jerryd Bayless,Ankle
2012-01-09,Timberwolves,,Malcom Lee,Knee
2012-01-09,Nets,,Mehmet Okur,Back
2012-01-10,Bobcats,,Corey Maggette,Hamstring
2012-01-10,Bobcats,,Tyrus Thomas,Ankle
2012-01-10,Bucks,,Beno Udrih,Shoulder
2012-01-10,Bulls,,C.J. Watson,Elbow
2012-01-10,Kings,,Chuck Hayes,Shoulder
2012-01-10,Kings,,Marcus Thornton ,Thigh
2012-01-10,Lakers,,Troy Murphy,Gut
2012-01-10,Pistons,,Charlie Villanueva,Ankle
2012-01-10,Pistons,,Rodney Stuckey,Groin
2012-01-10,Raptors,,Jerryd Bayless,Ankle
2012-01-10,Timberwolves,,Malcom Lee,Knee
2012-01-10,Timberwolves,,Michael Beasley,Midfoot
2012-01-11,76ers,,Spencer Hawes,Lower back
2012-01-11,Bulls,,Derrick Rose,Toe
2012-01-11,Bulls,,Richard Hamilton,Groin
2012-01-11,Celtics,,Marquis Daniels,Ankle
2012-01-11,Hawks,,Tracy McGrady,Back
2012-01-11,Hornets,,Eric Gordon,Knee
2012-01-11,Jazz,,Jeremy Evans,Ankle
2012-01-11,Kings,,Chuck Hayes,Shoulder
2012-01-11,Lakers,,Troy Murphy,Intestines
2012-01-11,Nets,,DeShawn Stevenson,Knee
2012-01-11,Nuggets,,Ty Lawson,Foot
2012-01-11,Raptors,,Jerryd Bayless,Ankle
2012-01-11,Wizards,,Andray Blatche,Shoulder
2012-01-12,Bobcats,,Corey Maggette,Hamstring
2012-01-12,Hawks,,Tracy McGrady,Back
2012-01-12,Pistons,,Charlie Villanueva,Ankle
2012-01-12,Warriors,,Dorell Wright,Knee
2012-01-12,Bucks,,Luc Mbah a Moute,Knee
2012-01-12,Hawks,,Marvin Williams,Ankle
2012-01-13,Bobcats,,Corey Maggette,Hamstring
2012-01-13,Bobcats,,DeSagana Diop,Knee
2012-01-13,Bucks,,Andrew Bogut,Head
2012-01-13,Bucks,,Luc Mbah a Moute,Knee
2012-01-13,Kings,,Chuck Hayes,Shoulder
2012-01-13,Lakers,,Ron Artest,Ankle
2012-01-13,Nets,,Dennis Horner,Ankle
2012-01-13,Pacers,,Jeff Foster,Lower back
2012-01-13,Pistons,,Charlie Villanueva,Ankle
2012-01-13,Raptors,,Andrea Bargnani,Calf
2012-01-13,Raptors,,Jerryd Bayless,Ankle
2012-01-13,Suns,,Grant Hill,Quadriceps
2012-01-13,Suns,,Steve Nash,Quadricep
2012-01-13,Timberwolves,,Jose Barea ,Ankle
2012-01-13,Timberwolves,,Malcom Lee,Knee
2012-01-13,Timberwolves,,Michael Beasley,Midfoot
2012-01-13,Wizards,,Andray Blatche,Shoulder
2012-01-14,Blazers,,Marcus Camby,Ankle
2012-01-14,Bobcats,,Corey Maggette,Hamstring
2012-01-14,Celtics,,Chris Wilcox,Calf
2012-01-14,Clippers,,Mo Williams,Foot
2012-01-14,Hawks,,Tracy McGrady,Back
2012-01-14,Kings,,Chuck Hayes,Shoulder
2012-01-14,Nets,,Shawne Williams,Shin
2012-01-14,Raptors,,Andrea Bargnani,Calf
2012-01-14,Raptors,,Jerryd Bayless,Ankle
2012-01-14,Timberwolves,,Jose Barea ,Ankle
2012-01-14,Timberwolves,,Malcom Lee,Knee
2012-01-14,Timberwolves,,Michael Beasley,Midfoot
2012-01-15,Jazz,,Josh Howard,Quadriceps
2012-01-15,Pistons,,Charlie Villanueva,Ankle
2012-01-15,Pistons,,Will Bynum,Foot
2012-01-15,Spurs,,Malcolm Thomas ,Gut
2012-01-16,76ers,,Evan Turner,Quadricep
2012-01-16,Bobcats,,Corey Maggette,Hamstring
2012-01-16,Bulls,,Derrick Rose,Toe
2012-01-16,Clippers,,Chris Paul,Hamstring
2012-01-16,Clippers,,Mo Williams,Foot
2012-01-16,Hornets,,Eric Gordon,Knee
2012-01-16,Kings,,Chuck Hayes,Shoulder
2012-01-16,Nets,,Shawne Williams,Shin
2012-01-16,Raptors,,Andrea Bargnani,Calf
2012-01-16,Raptors,,James Johnson,Ankle
2012-01-16,Raptors,,Jerryd Bayless,Ankle
2012-01-16,Timberwolves,,Jose Barea ,Ankle
2012-01-16,Timberwolves,,Malcom Lee,Knee
2012-01-16,Timberwolves,,Michael Beasley,Midfoot
2012-01-16,Wizards,,Rashard Lewis,Knee
2012-01-17,Bobcats,,Corey Maggette,Hamstring
2012-01-17,Clippers,,Chris Paul,Hamstring
2012-01-17,Clippers,,Mo Williams,Foot
2012-01-17,Hawks,,Al Horford,Pectoral muscle
2012-01-17,Heat,,Dwyane Wade,Ankle
2012-01-17,Jazz,,Derrick Favors,Ankle
2012-01-17,Jazz,,Josh Howard,Quadricep
2012-01-17,Pistons,,Charlie Villanueva,Ankle
2012-01-17,Pistons,,Will Bynum,Foot
2012-01-18,76ers,,Spencer Hawes,Achilles
2012-01-18,Clippers,,Chris Paul,Hamstring
2012-01-18,Kings,,Chuck Hayes,Shoulder
2012-01-18,Knicks,,Bill Walker,Knee
2012-01-18,Mavericks,,Vince Carter,Foot
2012-01-18,Nets,,Shawne Williams,Shin
2012-01-18,Nuggets,,Timofey Mozgov,Lower back
2012-01-18,Pacers,,Jeff Foster,Lower Back
2012-01-18,Pacers,,Jeff Ayres,Head
2012-01-18,Pistons,,Charlie Villanueva,Ankle
2012-01-18,Pistons,,Will Bynum,Foot
2012-01-18,Raptors,,Andrea Bargnani,Calf
2012-01-18,Thunder,,Eric Maynor,Knee
2012-01-18,Timberwolves,,Malcom Lee,Knee
2012-01-18,Timberwolves,,Michael Beasley,Midfoot
2012-01-19,Jazz,,Jamaal Tinsley,Skin
2012-01-19,Jazz,,Josh Howard,Quadricep
2012-01-19,Mavericks,,Vince Carter,Foot
2012-01-19,Warriors,,Kwame Brown,Pectoralis
2012-01-20,76ers,,Spencer Hawes,Achilles
2012-01-20,Celtics,,Rajon Rondo,Wrist
2012-01-20,Clippers,,Chris Paul,Hamstring
2012-01-20,Kings,,Chuck Hayes,Shoulder
2012-01-20,Nuggets,,Nene Hilario ,Heel
2012-01-20,Pacers,,Jeff Foster,Lower back
2012-01-20,Pistons,,Rodney Stuckey,Groin
2012-01-20,Pistons,,Will Bynum,Foot
2012-01-20,Raptors,,Andrea Bargnani,Calf
2012-01-20,Timberwolves,,Jose Barea ,Ankle
2012-01-20,Timberwolves,,Michael Beasley,Midfoot
2012-01-21,76ers,,Spencer Hawes,Achilles
2012-01-21,Blazers,,Gerald Wallace,Finger
2012-01-21,Bobcats,,Corey Maggette,Hamstring
2012-01-21,Bulls,,Joakim Noah,Ankle
2012-01-21,Bulls,,John Lucas III,Groin
2012-01-21,Bulls,,Taj Gibson,Ankle
2012-01-21,Jazz,,Josh Howard,Quadricep
2012-01-21,Kings,,Chuck Hayes,Shoulder
2012-01-21,Kings,,John Salmons,Ankle
2012-01-21,Mavericks,,Dirk Nowitzki,Knee
2012-01-21,Mavericks,,Vince Carter,Foot
2012-01-21,Nets,,Shawne Williams,Shin
